ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
4157,Rope skipping,There's a woman in a yellow tank top and black tights doing jump rope in a gym. She jumps in a rhythmic manner without stopping on the hardwood floor surface.,after she,There's a woman in a yellow tank top and black tights doing jump rope in a gym. She jumps in a rhythmic manner without stopping on the hardwood floor surface. after she,"['exercises and focuses on her rhythm, she jumps and flips around the mat a few times before unstrapping.', 'jumps, she walks off the platform and grabs a selfie stick from a side table.', 'is done jump roping, she flips back on the ropes and sits back down on them.', ""'s done, a person standing in front of her gives her a thumbs up and cheers for her.""]",activitynet~v_lk2niPrG3y8,val,indomain,3
4159,Clean and jerk,"A person lifts a 90 kg weight until the shoulder and then above the head, then the man drops the weight to the floor. Then, the man lifts 95 kg weight above his head.",after,"A person lifts a 90 kg weight until the shoulder and then above the head, then the man drops the weight to the floor. Then, the man lifts 95 kg weight above his head. after","[', the man lifts 290 kg weight until the shoulder.', ', the man lifts a weight of 101 kg successfully.', ', the man lift 79 kg weight.', ', the man raises almost 90 kg weight above his head.']",activitynet~v_lkCpF06uEmE,val,zeroshot,1
4160,Drum corps,A marching band stands ready on a street while an audience watches. The conductor conducts the band.,the band,A marching band stands ready on a street while an audience watches. The conductor conducts the band. the band,"['stands still while a conductor plays the main instrument.', 'turns around in floor on the street to present their instruments.', 'performs rte with colorful banners.', 'plays on the street while the audience watches.']",activitynet~v_ll4HKY9ZBOA,val,indomain,3
4250,Spinning,The same woman is now seen on a stationary bicycle teaching a spin class.,several other people in the class,The same woman is now seen on a stationary bicycle teaching a spin class. several other people in the class,"['then appear and begin to demonstrate how to spin their area.', 'continue to move their arms or legs around.', 'can be seen on stationary bicycles in the mirror behind the instructor.', 'are also shown going on the bike.']",activitynet~v_mfq5Y7S3BWs,val,indomain,2
4252,Spinning,Several other people in the class can be seen on stationary bicycles in the mirror behind the instructor. The woman is then shown on the ground demonstrating an exercise.,the spin class,Several other people in the class can be seen on stationary bicycles in the mirror behind the instructor. The woman is then shown on the ground demonstrating an exercise. the spin class,"['continues to teach the way to ride around on the bike.', 'is shown again still in progress.', 'ends and the people run straight into each other.', 'begins to use a fast sort of machine that moves swiftly and gracefully.']",activitynet~v_mfq5Y7S3BWs,val,indomain,1
4254,Spinning,The spin class is shown again still in progress. The instructor then does floor exercises again with the class following along.,the instructor and the class,The spin class is shown again still in progress. The instructor then does floor exercises again with the class following along. the instructor and the class,"['then display the results of the spin class.', 'finish on the bikes again.', 'are shown again alone together.', 'then hand down the final results of class.']",activitynet~v_mfq5Y7S3BWs,val,indomain,1
4263,High jump,A track athlete prepares and stretches out on a starting line.,a track athlete,A track athlete prepares and stretches out on a starting line. a track athlete,"['smiles and goes in front of the camera.', 'runs performing a long jump in a arena.', 'runs and jumps across a mat.', 'runs down a track and high jumps over bar onto a mat.']",activitynet~v_mvomkmq32vU,val,zeroshot,3
4264,High jump,A track athlete prepares and stretches out on a starting line. A track athlete runs down a track and high jumps over bar onto a mat.,the athlete,A track athlete prepares and stretches out on a starting line. A track athlete runs down a track and high jumps over bar onto a mat. the athlete,"['makes attempts at jumping over the bar but is unsuccessful knocking it down on the mat.', 'works out and lifts a bar in the air with weights.', 'routines for a long time while the camera person watches.', 'walks over to the spectator for a closer view.']",activitynet~v_mvomkmq32vU,val,zeroshot,0
4269,Clean and jerk,A man is seen bending down before a large weight while looking off into the distance.,he,A man is seen bending down before a large weight while looking off into the distance. he,"['lifts the weight up to his chest and jumps back down to grab it off the ground.', 'lifts the weight up to his face when yells out to the camera.', 'continues lifting the weight around his neck while others watch on the side.', 'then picks the weight up over his head.']",activitynet~v_n1LmL6_vxKs,val,zeroshot,3
4341,High jump,A large mat is seen with a bar on top and two people watching on the sides.,a man,A large mat is seen with a bar on top and two people watching on the sides. a man,"['is then seen running in from the side.', 'then joins the girl on the mat and begins hitting the red ball he is playing with.', 'then begins lifting the bar while still holding on to the other person and lifts the bar farther over his head and ends with the man in the end again lifting the bar up and throwing it to the parking lot.', 'is smiling while skiing down a hill, suddenly he stops and walks towards a house.']",activitynet~v_nrC41oAR-F0,val,zeroshot,0
4342,High jump,A large mat is seen with a bar on top and two people watching on the sides. A man is then seen running in from the side.,the man,A large mat is seen with a bar on top and two people watching on the sides. A man is then seen running in from the side. the man,"['takes his jacket off and begins beating a bag over and over.', 'jumps over the beam and stands up on the mat.', 'then throws a ball down onto the mat.', 'then performs several more lifts on the bar.']",activitynet~v_nrC41oAR-F0,val,zeroshot,1
4351,Clean and jerk,"At the 2008 olympics, a man prepares to lift a loaded barbell.",he,"At the 2008 olympics, a man prepares to lift a loaded barbell. he","['bends down and works his way up with great effort, finally lifting the barbell over his head.', 'lifts it up to his chest and rests it against his shoulder.', 'lifts it over his head and his hands.', 'lifts it up to his chest and looks to see how high it goes.']",activitynet~v_nuEK3POl9jA,val,zeroshot,0
4377,Gargling mouthwash,A woman stands in front of a mirror and rinses her mouth before pulling her face close to the mirror and looking at her teeth from a close up angle.,a woman,A woman stands in front of a mirror and rinses her mouth before pulling her face close to the mirror and looking at her teeth from a close up angle. a woman,"['then places her face in an ice cream cone and leans over to show every part of her teeth and watching them go down.', ""pops a silicone in her mouth and a piercing appears followed by her face's face."", 'holds up a black clear bottle in front of the mirror and announces that she will spray her views with an electric toothbrush.', 'sits in front of a bathroom mirror squishing water in her mouth, as if rinsing her mouth.']",activitynet~v_o8RIoxL9FDE,val,zeroshot,3
